district,place_id,name,address,lat,lng,rating,num_ratings
Colombo,ChIJg3PunkZZ4joRbEn2jsz_HYI,Cargills Food City - Rajagiriya 03,"502 Nawala Rd, Sri Jayawardenepura Kotte 11222, Sri Lanka",6.9017116,79.8937704,4.1,181
Colombo,ChIJJ6anLc5Z4joR6rFYTTQDQro,Cargills Food Hall & Supermarket - Colombo City Centre,"No 137, Lower Ground floor, Sir James Pieris Mawatha, Colombo 00200, Sri Lanka",6.9173853,79.8555804,4.1,260
Colombo,ChIJAfusa3RZ4joRJ0Z4mVz5iXA,Cargills Food City - Ward Place,"48 Ward Pl, Colombo 00700, Sri Lanka",6.916004999999999,79.8701681,4.1,1299
Colombo,ChIJSdM-b5BZ4joReIscY2oVUjc,Cargills Food City - Cotta Road,"260 Dr NM Perera Mawatha Rd, Colombo, Sri Lanka",6.911473399999999,79.88667699999999,3.9,965
Colombo,ChIJsUGQzjpa4joRH36Us2n9nPs,Cargills Food City - Nawala,"264 B470, Sri Jayawardenepura Kotte 10107, Sri Lanka",6.888018799999999,79.8875461,4.0,1267
Colombo,ChIJB7QWVtJZ4joRN2vP0acMZ6k,Cargills Food City - Torrington Square,"New Building, No. Slbc Independance Square, Colombo 00700, Sri Lanka",6.9016987,79.8685023,4.0,117
Colombo,ChIJoeqKxRRZ4joRXz2BLfokofw,Cargills Food City - Staple Street,"WVC4+488, 21 Staple St, Colombo 00200, Sri Lanka",6.920249900000001,79.85575,4.3,1705
Colombo,ChIJJ2J1KQBZ4joRaOm1dZ0YsAk,Cargills food city iconic,"110 Parliament Road, Sri Jayawardenepura Kotte, Sri Lanka",6.9074623,79.8905719,5.0,1
Colombo,ChIJxc-tpWBZ4joRyqeRa6eipAY,Cargills Food City - Duplication Road,"450 E R. A. De Mel Mawatha, Colombo 00200, Sri Lanka",6.9024028,79.8545389,4.1,1606
Colombo,ChIJH1rSWLlb4joRwIFn2SZV98Q,Cargills Food City - Bauddhaloka Mawatha,"Bauddhaloka Mawatha, Colombo 00700, Sri Lanka",6.896239599999999,79.8582368,4.3,142
Colombo,ChIJsQ6T9PJZ4joR60kAGoRq02E,Cargills Food City - Rajagiriya 02,"395, Sri Jayawardanapura Mw, Welikada Terrace, Rajagiriya, Sri Lanka",6.908323299999999,79.8993481,4.3,1726
Colombo,ChIJN3HAEQBb4joRe_aF_OOSZgc,Cargills Food City WELLAWATTA 2,"Mosque Bus Stop, 50 Galle Rd, Colombo 00600, Sri Lanka",6.87652,79.8603499,5.0,1
Colombo,ChIJK8QZHo9Z4joRktwt4nfRxv4,Cargills Food City Express - Royal Park,"115 Lake Dr, Colombo, Sri Lanka",6.906039199999999,79.8882919,4.2,97
Colombo,ChIJrWpJDK9b4joRR68ce2wYV28,Cargills Food City - Wellawatta,"256 3-B/1, Moor Road Galle Road, Sri Lanka",6.871126899999999,79.8618809,3.9,865
Colombo,ChIJLw5BJE1b4joRQv0sWnxqKbw,Cargills Food Hall -Havelock City Mall,"Havelock City, Havelock Rd, Colombo, Sri Lanka",6.882587099999999,79.8681683,3.1,38
Colombo,ChIJVeyzzsdb4joRhrvf64b6dYI,Cargills Express- Narahenpita,"506 Narahenpita Rd, Colombo 00500, Sri Lanka",6.893104399999999,79.87673339999999,4.0,247
Colombo,ChIJGYTYZs1b4joREBY0JF01Emk,Cargills Food City - Colombo 05,"213 Park Rd, Colombo 00500, Sri Lanka",6.8878131,79.8729997,3.8,1107
Colombo,ChIJuf9txuVZ4joRRyt8vANnuMw,Cargills Food City - Kollupitiya 2,"271 A2, Colombo 00300, Sri Lanka",6.9097406,79.8504303,4.2,498
Colombo,ChIJ9wkumuZb4joRcjNdA9Iwkpg,Cargills Food City - Pamankada (W.A. Silva Mawatha),"189 1/1 First Floor, W.A. Silva Mawatha, Colombo 00600, Sri Lanka",6.877097,79.8680957,4.2,277
Colombo,ChIJcSfFS3BZ4joRwT--zDOCj-Q,Cargills Food City Express,"75 Dr CWW Kannangara Mawatha, Colombo 00700, Sri Lanka",6.9114743,79.8649743,4.1,476
Colombo,ChIJfaQEpWBZ4joRRC6CVjuy4aI,Cargills Food City - Kollupitiya,"No. 407 Galle Rd, Colombo 00300, Sri Lanka",6.902797899999999,79.852628,3.9,385
Colombo,ChIJyyebFOJZ4joRMwHuYwn1LeY,Cargills Food City- YMCA,"39 Sir Razik Fareed Mawatha, Colombo 00100, Sri Lanka",6.934607799999999,79.8457588,4.3,92
