place_id,name,lat,lng,address,rating,user_ratings_total,types
ChIJI5tgFAIV_DoRnDyZW5t8928,Cargills Food City - Vavuniya,8.752324,80.4978186,"137 Kandy Rd, Vavuniya",4.2,844.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment"
ChIJVWxU4csV_DoRG08Lnxvtb4k,Cargills Express,8.7627588,80.497655,"52 A9, Vavuniya",4.2,107.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment"
ChIJPYQLxMC8-zoRA-CN-Wljz-c,Cargills Food City - Trincomalee,8.5775762,81.2280895,"190 Thiruganansampanthar Street, Trincomalee",4.2,1393.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment"
ChIJN9XZ56K9-zoRwfsIodEtwx8,Cargills Express - Trincomalee,8.5850746,81.2181976,"2 Ambepussa - Kurunegala - Trincomalee Hwy, Trincomalee",4.2,262.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment"
ChIJgeyv1Gii-zoRQRqRq_dnPDU,Kinniya Food City,8.5028943,81.1805569,"G53J+577, UC Rd, Kinniya",4.4,71.0,"grocery_or_supermarket,store,point_of_interest,food,establishment"
ChIJdSyBLWK9-zoRSqfdsOUaC2Y,Grean Tulsi,8.577169099999999,81.2278582,"217, 1/3, Thirugnanasampanthar Street",3.7,506.0,"restaurant,point_of_interest,food,establishment"
ChIJ5f_-Fb-8-zoRXJunKehKMtA,Central City,8.5780259,81.23148429999999,"H6HJ+6JC, Main St, Trincomalee",4.6,16.0,"grocery_or_supermarket,store,point_of_interest,food,establishment"
ChIJaVFUEOnZ_ToRgKJCGL8DSR8,Cargills Food City Express - Mannar,8.9783337,79.9186143,"No Road 01 ,Pallimulei, Mannar",4.1,393.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJO4YDUtaU_joR8LX6QXT9L1k,Cargills Food City - Kilinochchi,9.4061536,80.4082792,"CC45+F86, Kilinochchi",4.2,395.0,"grocery_or_supermarket,store,food,point_of_interest,establishment"
ChIJCYQD-4aW_joR7cIXV1ncy1c,Cargills Factory,9.318693699999999,80.40699769999999,"8C94+CQH, Ariviyal Nagar",4.4,14.0,"food,point_of_interest,establishment"
ChIJAQAAAJCU_joR9IFiysOdEFw,Cargills Food City,9.3802886,80.3769999,"No. 7-10 Anthoneypillai Building, Karadibokku",3.6,7.0,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment"
ChIJEz8Bb0lN-ToRpbF87JUlw24,Cargills Food City Express,9.267652199999999,80.816486,"7R98+3H5, Main Road, Mullaitivu",4.0,128.0,"grocery_or_supermarket,store,food,point_of_interest,establishment"
ChIJoYlczy0C_zoR7HEhwBGXAuA,Cargills Food City (Express) - Nelliyady,9.7995576,80.1965395,"No.163, Jaffna Rd, Nelliady",4.1,454.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJvxpw2LlU_joRP0NBOp_i26E,Cargills Food City - Chunnakam,9.7435113,80.0273057,"No. 91, K. K. S. Road, 125 Jaffna-Kankesanturai Rd, Chunnakam",4.2,438.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJg_XqIqpW_joR-zeHHgs0_qM,Cargills Food City - Jaffna,9.6651744,80.0138527,"No 420 Hospital Rd, Jaffna",4.3,1812.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJvbyIJwFU_joRtYJ-n4YN4gs,Cargills Food City - Jaffna,9.6712446,80.0116105,"No. 54 Kannathiddy Rd, Jaffna",4.2,333.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJPXg7YgBV_joRZiJnloLawH0,Cargills Food City (Express) - Kondavil,9.70218,80.03540290000001,"P22P+V5V, Kondavil",4.0,8.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJk-g_iG9T_joRTn5z8bxdGEA,Cargills Food City - Manipay,9.7231876,79.99749729999999,"120 Jaffna-Manipay-Karainagar Rd, Manipay",4.1,242.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJm2U37phV_joRTlvjYhg2-Tc,Cargills Foodcity-Kopay,9.7046332,80.06955839999999,"P339+RMM, Jaffna",4.3,16.0,"grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJGXr5GKpW_joRBlTaxH9yge4,Cargills Square - Jaffna,9.6654165,80.0139227,"M287+5GH, யாழ் மணிக்கூட்டுக் கோபுர வீதி, Mahathma Gandhi Rd, Jaffna",4.3,1365.0,"shopping_mall,bakery,food,store,point_of_interest,establishment"
ChIJr-l1GKpW_joRdxWwnje90vc,Majestic Cineplex - Jaffna,9.6652234,80.0135897,"Cargills Square Building, Mahathma Gandhi Rd, Jaffna",4.2,560.0,"movie_theater,point_of_interest,establishment"
ChIJTag-CaJW_joRYggXI5_guLk,Jith Food City,9.6607796,80.03088129999999,"Kachcheri, 127 Kandy Rd, Jaffna",4.1,169.0,"grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJsR4EX3FU_joRS2D__-jB4OM,Daily Food City,9.6943668,80.0156015,"273 Aadiyapatham Rd, Kokkuvil",4.2,255.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJxax2dAhV_joRhU044_22X_A,Cargill's food city express,9.7045257,80.06920319999999,"P339+RM8, Jaffna",5.0,3.0,"shopping_mall,point_of_interest,establishment"
ChIJkQ0Ii2kB_zoRmBRBN_dlaFA,NEW LANKA FOOD CITY,9.8238187,80.1709843,"R5FC+HC2, Valvettithurai",4.2,44.0,"grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJffGQ2cQD_zoRPdoRYx-FWNY,Cargills Parking (Only for food city customers),9.799633,80.1965499,"163 Jaffna Rd, Karaveddi",,,"point_of_interest,establishment"
ChIJ7cnrOBlU_joR1Wlrjb4GxcM,Rio Ice Cream - Jaffna,9.6737278,80.0270852,"448A, AB20, Jaffna",4.3,7593.0,"restaurant,food,store,point_of_interest,establishment"
ChIJWerF9EFT_joRRIZDw4GPlVQ,Star Food Store,9.7220379,79.9970622,"PXCW+QRP, Manipay",4.6,5.0,"grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJgXW-iExV_joR2U8flRqvouw,Jaffna Food City,9.7501388,80.0291237,"Jaffna-Kankesanturai Rd, Chunnakam",4.6,10.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJlQUAU09V_joRkppgTxqOmx0,Kopay,9.709155599999999,80.05628639999999,P354+MG7,5.0,1.0,"store,point_of_interest,establishment"
ChIJC8B7bxlU_joRlpgqCemH_5k,Annai Nagaa Food City Nallur Branch,9.6743876,80.02625689999999,"M2FG+QG2, உடையார் வீதி, Jaffna",3.8,48.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJazXJDQBU_joRCbe9fp0Mj1A,Annai Nagaa Food City,9.6676798,80.0092122,"175 KKS Road, Jaffna Town, AB16, Jaffna",4.0,181.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment"
ChIJAfV1CqJW_joRyDXD8nantTc,Anto Liquor Store,9.6605974,80.03116829999999,"M26J+6F7, A9, Jaffna",3.9,38.0,"liquor_store,store,point_of_interest,establishment"
ChIJN2RgXfBV_joRmDsfi-H0OMM,Star Food Store & Noritake,9.6927795,80.0140323,"No.34 Jaffna-Kankesanturai Rd, Kokkuvil",4.2,148.0,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment"
ChIJ2ZQYlFZV_joRYlVDLy1CnvE,Thambiah complex,9.70218,80.03540290000001,"Cargills Food City, No 285, Kondavil",,,"point_of_interest,establishment"
ChIJvyfpRsX7_joRLd8n8drM008,Foodcity,9.6694312,80.21454750000001,"M697+QRF, Unnamed Road, Vellampakkaddy",3.0,2.0,"shopping_mall,point_of_interest,establishment"
