place_id,user_ratings_total,types,district,num_ratings,_merge,name,lat,lng,address,rating
ChIJn8l4Z-dr_ToRibdGWt5AZ-c,135.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City - Express Norochcholai,8.048975,79.7373125,"2PXP+HWP, Kalpitiya Rd, Norochcholai",4.2
ChIJnYv7jfxQ4joRL5PU4-juYFk,239.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City Pannipitiya,6.866789199999999,79.9595131,"VX85+MRW, Thalawathugoda Road Vidyala Junction, Hokandara",3.8
ChIJo0Fg4yRz4ToRVRAAtcDqfL8,109.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Galle,109.0,both,Cargills Food City (Express) - Dangedara,6.0517316,80.2199407,"389 B128, Galle",4.5
ChIJo0T6VMPu4joRfDKA-vCiCu4,299.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City Express - Y Junction,7.2220095,79.8631944,"297/1, Meerigama Road Mahahunupitiya",4.1
ChIJo1C3xoJF4zoRlLfBzGXzQ_I,217.0,"grocery_or_supermarket,store,food,point_of_interest,establishment",Matale,217.0,both,Cargills Food City - Matale 03,7.4583637,80.6282093,"FJ5H+793, Matale",4.4
ChIJo9EKtv934ToR7yhd3Rv2ePE,560.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",,,left_only,Cargills Food City (Express) - Hikkaduwa 1,6.143180399999999,80.0996948,"162 Galle Rd, Hikkaduwa",4.2
ChIJoSie9RA14zoRL9wRDQ_TpBk,62.0,"grocery_or_supermarket,store,food,point_of_interest,establishment",,,left_only,Cargills Food City Express - Hiripitiya,7.65491,80.3708267,"Shantec, B300, 66 Kurunegala Rd",4.2
ChIJoW9HvZNN4ToRf-VTnN4OMyE,48.0,"grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City (Express) - Weeraketiya,6.1484412,80.7624838,"4QX6+9XQ Pawana, Beliatta - Walasmulla Rd, Weeraketiya",4.2
ChIJoXOZJCNZ4joRl1F2ojgfhZI,,,Colombo,271.0,right_only,Cargills Food City - Obesekarapura,6.9192543,79.8919035,"188 Obeysekarapura Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",4.2
ChIJoYlczy0C_zoR7HEhwBGXAuA,454.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City (Express) - Nelliyady,9.7995576,80.1965395,"No.163, Jaffna Rd, Nelliady",4.1
ChIJoeqKxRRZ4joRXz2BLfokofw,1705.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Colombo,1705.0,both,Cargills Food City - Staple Street,6.920249900000001,79.85575,"WVC4+488, 21 Staple St, Colombo",4.3
ChIJoft3j2wq4joRh4h3U36bQ6Q,96.0,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City Kosgoda Srimal Building,6.326866099999999,80.0334476,Kosgoda,4.4
ChIJox1pjT_34joRp4VL2e_XKCY,2194.0,"supermarket,pharmacy,grocery_or_supermarket,store,health,point_of_interest,food,establishment",,,left_only,Cargills Food City- Kandana,7.0494669,79.8958911,"Negombo Rd, Kandana",4.2
ChIJp03-x6n1_DoRvhN9H0ls5zI,1232.0,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Anuradhapura,1232.0,both,Cargills Food City - Anuradhapura 1,8.3316985,80.4091098,"248, Anuradhapura, Maithripala Senanayake Mawatha, Anuradhapura",4.1
ChIJp0vEbHln-zoRgQyQHvEwbt8,18.0,"grocery_or_supermarket,food,store,point_of_interest,establishment",,,left_only,Cargills Food City Express - Hingurakgoda,8.0426714,80.95502599999999,"2XV4+326, Airport Rd, Hingurakgoda",4.6
ChIJp5A49Xc54ToRZz1cH5zNmiY,20.0,"grocery_or_supermarket,food,store,point_of_interest,establishment",Matara,20.0,both,Cargills Food City (Express) - Kumbalgama,5.9476958,80.5831283,"WHXM+37C, Yatiyana road, Kubalgama, Matara",4.9
